Time window,Time (s)_acc,Time (s)_gyro,Time (s)_mag,Time (s)_lin_acc,Time (s)_prox,Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Magnetic field x (µT),Magnetic field y (µT),Magnetic field z (µT),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Distance (cm)
2.88,,2.8949878119999997,2.896073125,2.9085573460000003,,,,,-2.974826097,-2.2883865830000003,0.8060129285,-31.62240028,33.20840073,-22.8871994,0.6186518669,0.3706874847,4.149344921,
2.9099999999999997,2.924774169,,,,,5.607579707999999,-8.267500877,9.947860718,,,,,,,,,,
2.94,,2.945787031,2.946073125,2.958557346,,,,,-1.365701795,-1.8956117630000002,0.8086090684,-30.78059959,35.12379837,-21.89900017,0.3142418861,1.498672485,7.861184597,
2.9699999999999998,2.974774169,2.996587135,2.996073125,,,3.900599957,-6.570092678,2.511865616,-0.5708367825,-1.447708011,1.3470709319999998,-30.19499969,37.05139923,-20.32519913,,,,
3.0,3.0247741689999996,,,3.0085573460000004,,1.674078584,-4.231108665,-0.6912266612000001,,,,,,,-3.174207211,1.4288396840000002,1.028808832,
3.03,,3.047386354,3.046073125,3.058557346,,,,,-0.8402203918000001,-1.0263761279999999,1.418234587,-29.54839897,39.05220032,-18.33659935,-1.6362028119999998,1.244437218,2.1085720059999997,
3.06,3.074774169,,,,,6.411867142,-10.03430176,-0.9523434043000001,,,,,,,,,,
3.09,,3.0981847910000004,3.096073125,3.1085573460000004,,,,,-1.359135151,0.2634278834,1.149461865,-28.32839966,41.52880096,-16.16499901,0.7353434563,0.1255102158,3.207529783,
3.12,3.1247741689999997,3.1489841139999997,3.146073125,,,1.554437399,-10.20419216,0.994217813,-1.51597023,0.4046863019,1.041800022,-26.65699959,44.5788002,-13.56639957,,,,
3.15,3.174774169,,,3.1585573460000003,,5.755934715,-8.578568459,9.289535522000001,,,,,,,3.848920345,-0.7327470779,4.118112564,
3.1799999999999997,,3.199784166,3.196073125,3.208557346,,,,,2.2280654909999997,-1.916380525,1.185959935,-24.74160004,47.51899719,-10.79699993,4.142852783,-0.9980783462999999,5.520046234,
3.21,3.224774169,,,,,5.126323223,-13.94626808,1.523031592,,,,,,,,,,
3.2399999999999998,,3.2505833330000002,3.246073125,3.2585573460000004,,,,,2.9166429039999997,-2.679176092,0.3651339412,-23.39959908,49.91019821,-8.076399803,2.6348083019999997,-0.7576789856,-1.18216002,
3.27,3.2747741689999996,,3.296073125,,,0.6302096844,-9.476474762,-1.727917075,,,,-22.36260033,51.59379959,-6.063399792,,,,
3.3,3.324774169,3.3013818230000003,,3.308557346,,2.696412086,-17.92762566,1.2646067140000001,0.18523943420000002,3.38470459,-1.101815701,,,,3.560101271,-2.7490568160000004,-2.9854300019999997,
3.33,,3.352179998,3.346073125,3.3585573460000004,,,,,3.8052730560000003,1.7239636180000002,-1.051573515,-21.03279877,52.49659729,-5.831599712,3.821735382,-9.457262039,2.132095814,
3.36,3.3747741689999997,,,,3.3646529160000003,3.223132133,-16.39292908,6.0218372339999995,,,,,,,,,,5.0
3.3899999999999997,,3.402980051,3.396071978,3.4085573460000003,,,,,3.466405392,0.2742704153,-2.651840687,-19.70299911,52.45999908,-7.454199791000001,-2.744611263,-5.07324028,-4.923754692,
3.42,3.424774169,,3.446071978,,,-0.08315058798,-15.23181152,-1.9411773680000002,,,,-19.0564003,51.16679764,-10.22359943,,,,
3.4499999999999997,3.474774169,3.4537792689999995,,3.458557346,,1.4823536869999998,-11.78674507,-2.86032033,0.5775560737,-2.6886441710000004,-3.1504447460000002,,,,4.69098711,-1.915277481,-5.911556721,
3.48,,3.5045777589999996,3.4960719780000002,3.5085573460000004,,,,,-0.9329164623999999,-2.6422197819999997,-0.3153499067,-19.6420002,49.19039917,-12.78559971,-7.130912781,6.058496475,-3.803235054,
3.51,3.5247741689999996,,,,,-2.8507490160000004,1.016949654,-3.030509949,,,,,,,,,,
3.54,,3.5553770819999997,3.546071978,3.558557346,,,,,-1.269951463,-0.6694886088,0.7632536292000001,-21.09379959,47.11639786,-14.83519936,-5.286647797,10.1385231,-1.1202685829999999,
3.57,3.574774169,,3.5960719780000003,,,-1.05523479,0.6696912646000001,1.322034478,,,,-22.75300026,45.22539902,-16.82379913,,,,
3.5999999999999996,3.6247741689999997,3.6061771339999997,,3.6085573460000004,,10.58255768,-0.8554341196999999,-0.6577271223,-0.7197307944,0.9542961121,0.7232431769,,,,1.3443412780000001,7.218127251,8.372073174,
3.63,,3.656976457,3.646071978,3.6585573460000003,,,,,-0.007482878863999999,-2.7672908310000004,-0.7950177193000001,-24.53419876,43.51739883,-18.1779995,-3.443818092,4.2365722660000005,-0.040534019469999995,
3.6599999999999997,3.674774169,,,,,-4.50269413,-2.4711875919999997,3.864707708,,,,,,,,,,
3.69,,3.707774894,3.696071978,3.708557346,,,,,-1.929513812,2.8966376780000003,0.07437065244,-26.73019981,41.72399902,-18.43420029,1.3475375180000002,-4.669187546,-5.516317367999999,
3.7199999999999998,3.724774169,,3.7460719780000002,,,14.04676628,-19.68006897,-7.373183727000001,,,,-28.7432003,40.21120071,-18.44639969,,,,
3.75,3.7747741689999996,3.758574217,,3.7585573460000004,,6.320940018,-13.01007557,3.1247272489999998,1.790087938,4.26096487,-1.69830811,,,,0.5424461365,-18.18138313,-2.509512424,
3.78,,3.8093743210000004,3.796071978,3.808557346,,,,,-1.668376565,8.723967552000001,0.23303823170000001,-30.30480003,38.83259964,-18.4951992,0.9151248931999999,-7.132012844,-1.231791258,
3.81,3.824774169,,,,,5.150251865,-17.35783386,1.015753269,,,,,,,,,,
3.84,,3.86017354,3.8460719780000003,3.8585573460000004,,,,,-3.531155348,4.046710491,0.06413896382,-29.48740005,38.74720001,-19.16619873,4.806619167,-7.39157486,-10.96197128,
3.8699999999999997,3.8747741689999997,,3.896071978,,,5.272285461,-17.01296806,0.517746985,,,,-27.10840034,39.78419876,-20.17879868,,,,
3.9,3.924774169,3.91097203,,3.9085573460000003,,1.9133608340000001,-7.817351341,2.918944597,-3.735025644,-1.9730366469999998,-0.23303823170000001,,,,-1.9892607930000001,-2.102882385,3.115934372,
3.9299999999999997,,,3.946071978,3.958557346,,,,,,,,-24.60739899,41.43119812,-20.69120026,-3.0823941230000003,6.482684612000001,7.502526283,
3.96,3.974774169,3.961771405,,,,-1.040877819,-0.9463613629000001,11.23370457,-2.304879427,-6.865312576,-0.4207210541,,,,,,,
3.9899999999999998,,4.012571509,3.9960719780000002,4.008557346,,,,,1.158471823,-5.70134306,0.04627167806,-23.00919914,43.00500107,-20.09339905,-2.12377286,10.97555828,10.2419138,
4.02,4.024774169,,4.0460719780000005,,,1.025324464,-1.111466169,0.47946184869999997,,,,-21.95999908,44.3225975,-18.82460022,,,,
4.05,4.0747741689999994,4.063370728,,4.058557346000001,,-0.06400800496,-2.12183547,3.062513828,0.9190196990999999,-0.9662076234999999,0.7296570539,,,,-2.382491112,8.329652786,1.7445368769999998,
4.08,,,4.096071978,4.108557346,,,,,,,,-28.04780006,35.75819778,-22.42359924,1.911492825,1.526426315,3.5468413830000003,
4.109999999999999,4.124774169,4.114169269,,,,4.276273251,-15.94995785,-2.261815548,2.479276419,-0.03023693897,1.310725451,,,,,,,
4.14,,4.164968592,4.146071978,4.158557346,,,,,2.861208677,-2.697348833,-1.27010417,-26.33979988,37.31979752,-22.05760002,7.204064369,-14.03539753,-1.610212803,
4.17,4.174774169,,4.196071978,,,7.1183481220000004,-21.56411743,2.277369022,,,,-25.43700027,38.93019867,-20.95960045,,,,
4.2,4.224774169,4.2157686960000005,,4.208557346,,-0.1668993831,-20.0033989,2.985943556,2.3212196830000003,-0.5076140761,-3.2942993639999996,,,,0.8631424904,-8.990215302000001,2.299259186,
4.2299999999999995,,,4.246071978,4.258557346,,,,,,,,-27.14499855,39.44260025,-18.88559914,1.685954571,-5.763694762999999,-5.912746906000001,
4.26,4.274774169,4.266567967,,,,10.73569775,-13.50568962,1.841576099,1.154195905,-3.0893599989999996,-2.193552494,,,,,,,
4.29,,4.317366509,4.2960719780000005,4.308557346000001,,,,,0.2838912606,0.4633276463,-1.196497083,-29.88999939,39.3205986,-16.07959938,1.55369854,-2.6478004459999998,5.719799042000001,
4.32,4.3247741689999994,,4.346071978,,,5.01864624,-4.872684002,3.163012505,,,,-32.78139877,37.44179916,-15.20119953,,,,
4.35,4.374774169,4.368165884,,4.358557346,,1.338784218,-1.185643673,0.5560321807999999,0.12140589210000001,1.021183848,-0.011147962879999999,,,,-3.3780746460000004,7.650673866,-3.542396545,
4.38,,,4.396071978,4.408557346,,,,,,,,-34.70899963,35.18479919,-16.03079987,-8.708280562999999,6.818321227999999,-1.2024142740000001,
4.41,4.424774169,4.418965988,,,,-1.457528114,1.4288141730000001,-0.2533400953,-1.308587551,3.0986754889999997,1.973647475,,,,,,,
4.4399999999999995,,4.469765259,4.446071978,4.458557346,,,,,0.07207997887999999,1.1120474340000002,1.035080671,-35.52639771,33.47679901,-18.14139938,-2.3642416,11.28590393,-3.922539234,
4.47,4.474774169,,4.496071978,,,5.942574978,2.982354403,14.86780357,,,,-36.06319809,32.04940033,-20.31299973,,,,
4.5,4.524774169,4.520563801000001,,4.508557346,,4.115953922,-8.257929802,-7.031010151,0.2544178963,0.4895940721,-1.6792191269999999,,,,3.382525921,3.366597652,-5.120697975,
4.53,,,4.5460719780000005,4.558557346000001,,,,,,,,-37.03919983,30.19499969,-22.20400047,-8.716851234,-4.92047596,-5.041779995,
4.56,4.5747741689999994,4.571363176,,,,1.72911346,-15.82074547,-3.710370541,-1.39410615,-4.9400744439999995,1.27010417,,,,,,,
4.59,,,4.596071978,4.608557346,,,,,,,,-38.10059738,29.18239975,-22.33819962,6.213314056000001,-10.95654392,1.8770741219999998,
4.62,4.624774169,4.6221633319999995,4.646071978,,,13.91994667,-17.3745842,14.4009037,-0.5795413256,2.21875,0.9101623893,-38.22259903,29.36540031,-21.82579994,,,,
4.6499999999999995,4.674774169,4.672962603,,4.658557346,,11.22173977,-8.887541771,-3.262613773,-2.9140467639999996,4.849516392,-3.908048153,,,,15.61174965,20.52165985,0.19587767120000002,
4.68,,,4.696071978,4.708557346,,,,,,,,-37.30759811,29.96319962,-22.54559898,0.2900633812,-9.434206963,-8.510255814,
4.71,4.724774169,4.723761144,,,,4.566103935,-21.46122551,-8.970093727,-3.2002286910000004,-3.380275965,-1.6434845919999999,,,,,,,
