"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.454637421E2,1.991767883E0,-2.907789421E1,-3.165465355E0
1.455137421E2,1.349861145E1,-1.254052830E1,-9.703104019E0
1.455637421E2,2.266481781E1,1.916183472E0,1.730432510E1
1.456137421E2,2.649548054E0,7.636529922E0,8.986625671E0
1.456637421E2,7.299446106E0,1.101425648E1,1.313041878E1
1.457137421E2,4.378506184E0,1.351614761E1,7.118402481E0
1.457637421E2,-7.060525417E-1,7.561612606E0,4.463551044E0
1.458137421E2,1.288844109E1,-1.432707787E1,8.381487846E0
1.458637421E2,1.132863331E1,-5.127151108E1,-1.288371754E1
1.459137421E2,-7.407025337E0,-1.196290016E1,-3.834684134E0
1.459637421E2,-4.591609478E0,1.043017387E1,-5.803522110E0
1.460137421E2,-1.147301865E1,9.139189720E0,-1.022063065E1
1.460637421E2,-1.077653790E1,1.171899796E1,-1.254259109E1
1.461137421E2,2.581629753E0,1.085504913E1,3.657767487E1
1.461637421E2,-7.809809685E0,6.748376369E0,-1.123848057E1
1.462137421E2,-7.422760963E0,3.544604778E0,-8.834576607E0
1.462637421E2,9.544336319E0,-3.518080902E1,-1.404898071E1
1.463137421E2,1.952232170E1,-1.631155205E1,-4.801299095E0
1.463637421E2,1.798960114E1,2.165872574E0,1.488829613E1
1.464137421E2,1.272600889E-1,1.046766090E1,1.008556747E1
1.464637421E2,1.063294601E1,1.044267654E1,7.013586998E0
1.465137421E2,5.317595005E0,1.166818237E1,9.221550941E0
1.465637421E2,9.875593185E-1,6.358675957E0,5.985704899E0
1.466137421E2,1.261299801E1,-2.095420265E1,1.027258110E1
1.466637421E2,1.379149532E1,-5.569392395E1,-1.022282600E1
1.467137421E2,-8.334751129E0,-8.796716690E0,-5.615723133E0
1.467637421E2,-4.382821083E0,1.252665520E1,-6.295233250E0
1.468137421E2,-8.413806915E0,9.885361671E0,-1.117588043E1
1.468637421E2,-7.585433960E0,1.263769531E1,-1.600352097E1
1.469137421E2,-4.013266087E0,1.088042927E1,6.957801819E0
1.469637421E2,-8.687832832E0,6.676591873E0,-8.664490700E0
1.470137421E2,-1.450153446E1,-1.601828384E1,-9.524638176E0
1.470637421E2,9.725461960E0,-2.628358841E1,-1.223489952E1
1.471137421E2,2.782473183E1,-1.882440567E1,-2.077315331E1
1.471637421E2,1.155205250E1,3.281958103E0,7.051114082E0
1.472137421E2,-3.161359072E0,1.463166332E1,1.375087070E1
1.472637421E2,7.621130943E0,9.430939674E0,4.669044971E0
1.473137421E2,2.957954645E0,1.208758163E1,8.075881958E0
1.473637421E2,3.914500237E0,2.058822632E0,5.843560219E0
1.474137421E2,1.501049519E1,-2.750776672E1,5.115506649E0
1.474637421E2,4.321396351E0,-4.090938568E1,-5.668637753E0
1.475137421E2,-9.154869080E0,4.786095619E-1,-8.685386658E0
1.475637421E2,-6.876554966E0,1.382942009E1,-7.385223389E0
1.476137421E2,-9.887951851E0,1.309941483E1,-1.452279758E1
1.476637421E2,-5.174064636E0,1.117624664E1,-1.005955601E1
1.477137421E2,5.707194328E0,-1.987111092E0,1.281319237E1
1.477637421E2,-8.889961243E0,-5.636912823E0,-3.465255260E0
1.478137421E2,-2.698805332E-1,-3.241744614E1,-1.869420624E1
1.478637421E2,1.456361389E1,-1.775727844E1,-7.707037926E0
1.479137421E2,1.713684464E1,-4.776274681E0,3.252233124E1
1.479637421E2,4.909124851E0,4.693914413E0,-3.205569029E0
1.480137421E2,3.368412018E0,1.323435020E1,1.327735329E1
1.480637421E2,9.576482773E0,1.908900452E1,2.831583500E0
1.481137421E2,1.080803037E0,1.409041882E1,3.242219448E0
1.481637421E2,7.670743465E-1,2.604773521E0,2.585944653E0
1.482137421E2,4.127779007E0,-4.962342072E1,-1.529626727E0
1.482637421E2,2.725839615E0,-1.359482002E1,9.846158028E-1
1.483137421E2,-4.188421726E0,3.333501816E0,-2.389422417E0
1.483637421E2,-3.710499287E0,9.093532562E0,-7.177456856E0
1.484137421E2,-5.154692650E0,1.127797413E1,-5.768623352E0
1.484637421E2,-3.030493498E0,1.595609188E1,-1.152208710E1
1.485137421E2,-4.419655800E0,2.821316719E0,-1.112327957E1
1.485637421E2,-8.770404816E0,6.743316650E-1,-1.847896194E1
1.486137421E2,-3.744431973E0,-1.514774418E1,-7.925457478E0
1.486637421E2,2.117266083E1,-2.259090233E1,-1.924557114E1
1.487137421E2,2.196542549E1,-5.440408707E0,4.721604156E1
1.487637421E2,1.797521710E-1,5.126741886E0,2.498371601E0
1.488137421E2,1.744867325E0,1.174601746E1,9.361972809E0
1.488637421E2,3.377102137E0,1.308158970E1,8.898763657E-1
1.489137421E2,7.778890133E-1,1.078300953E1,1.381181359E0
1.489637421E2,1.054023266E1,-1.396846485E1,1.420551205E1
1.490137421E2,5.365196705E0,-5.381896210E1,-1.860548210E1
1.490637421E2,-2.624054670E0,-1.251224709E1,-3.960890055E0
1.491137421E2,-5.853862762E0,6.637756348E0,-5.447594643E0
1.491637421E2,-9.136314392E0,1.037978363E1,-5.711971283E0
1.492137421E2,-6.191156387E0,1.440420532E1,-8.657370567E0
1.492637421E2,-2.998938084E0,1.570007324E1,-3.233024120E0
1.493137421E2,-4.122612953E0,-3.801352024E0,-5.053656578E0
1.493637421E2,-7.775833607E0,2.860108852E0,-9.139371872E0
1.494137421E2,4.269742489E0,-2.773866463E1,-8.488949776E0
1.494637421E2,2.192918396E1,-2.893308067E1,-2.248297882E1
1.495137421E2,9.015243530E0,-1.336142540E0,2.193741226E1
1.495637421E2,-8.474837542E-1,6.254636765E0,-4.644455910E-1
1.496137421E2,7.479810715E0,1.207520008E1,7.447013378E0
1.496637421E2,6.681537151E0,1.592635822E1,2.053132534E0
1.497137421E2,1.965437889E0,9.420178413E0,5.101373672E0
1.497637421E2,1.403425217E1,-1.591685963E1,7.360411167E0
1.498137421E2,7.022079468E0,-5.812965393E1,-1.553849220E1
1.498637421E2,-4.095783710E0,-8.130073547E0,-6.726889610E0
1.499137421E2,-5.421669006E0,9.567087173E0,-3.048644781E0
1.499637421E2,-5.643560410E0,1.151577377E1,-9.938898087E0
1.500137421E2,-2.430665493E0,1.803786469E1,-1.676097870E1
1.500637421E2,-3.910027027E0,1.478984737E1,-3.978725195E0
1.501137421E2,-7.840179920E0,1.791663647E0,-1.755093956E1
1.501637421E2,-8.694200516E0,-2.661415577E0,-1.310573959E1
1.502137421E2,7.156862736E0,-2.793212891E1,-1.208702374E1
1.502637421E2,2.462057686E1,-2.953376770E1,-9.215816498E0
1.503137421E2,8.226979256E0,-9.700469971E-1,1.541314244E0
1.503637421E2,-7.275688648E-2,7.272904873E0,1.779408097E0
1.504137421E2,8.559385300E0,1.250880527E1,8.158496857E0
1.504637421E2,3.710917473E0,1.566075706E1,6.358035088E0
1.505137421E2,7.138898969E-1,1.194845009E1,3.010970116E0
