Time window,Time (s)_acc,Time (s)_gyro,Time (s)_mag,Time (s)_lin_acc,Time (s)_prox,Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Magnetic field x (µT),Magnetic field y (µT),Magnetic field z (µT),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Distance (cm)
0.36,0.37353635399999996,,0.380751354,0.367919895,,-0.4351946115,3.5425739289999996,9.210572243,,,,11.00440025,-39.36940002,-40.17459869,-0.2722148299,-0.07323074341000001,-0.01615810394,
0.39,,0.409000207,,0.417919895,,,,,0.001985253533,-0.1068982705,0.1291942,,,,-0.1284925193,-0.7004859447,0.1510848999,
0.42,0.423536354,,0.430750416,,0.43660161399999997,-0.40887355799999997,3.834797382,8.621639252000001,,,,10.62619972,-39.2840004,-40.35759735,,,,5.0
0.44999999999999996,0.473536354,0.459808176,,0.467919895,,-0.4926223755,2.527718067,9.165108681,-0.1502684206,-0.2970244884,0.2730487287,,,,-0.2242521793,-0.6052386761,-0.1109666824,
0.48,,,0.480750416,,,,,,,,,10.26019955,-39.19860077,-40.55279922,,,,
0.51,0.523536354,0.510616874,0.5307504160000001,0.517919895,,0.43878385420000005,1.373480201,9.399904251,-0.14904673400000001,-1.296828747,0.783411622,8.930399895,-38.96680069,-41.05299759,-0.4531720281,-1.74968791,-0.1747589111,
0.54,,0.561424739,,0.567919895,,,,,-0.434006989,-2.082225561,0.3403946459,,,,0.1954321861,-1.3765442369999998,-0.2140674591,
0.57,0.573536354,,0.580750416,,,2.018645048,1.26341033,8.286643982000001,,,,7.344399929,-38.64960098,-41.55319977,,,,
0.6,0.623536354,0.612231822,,0.617919895,,3.637090445,-0.11784651880000001,6.165406704,-1.31698668,-2.24165678,-0.08780929446,,,,1.047339201,-2.388352394,-2.97463131,
0.63,,,0.630750416,,,,,,,,,5.404599667,-38.03960037,-41.9192009,,,,
0.6599999999999999,0.6735363540000001,0.663039739,0.680750416,0.667919895,,3.227917671,1.232303619,9.677472115,-1.7974181180000002,-3.081571817,0.4599680007,2.854799986,-36.97819901,-42.35839844,-0.1294734478,-0.24430084230000002,1.266820908,
0.69,,0.7138483840000001,,0.717919895,,,,,-2.212183237,-2.606943369,0.6016845703,,,,1.849398136,-0.7426561117,-1.262831688,
0.72,0.723536354,,0.7307504159999999,,,7.59930563,-0.07238288223999999,7.680661678,,,,-0.6222000122,-35.13599777,-42.8463974,,,,
0.75,0.7735363540000001,0.7646563009999999,,0.767919895,,6.368796349,0.109471634,9.387641907,-2.594726562,-1.7221311330000002,-0.5025745629999999,,,,1.8370265959999998,1.329070449,1.781829834,
0.78,,,0.780750416,,,,,,,,,-4.562799931,-32.68379974,-43.28559875,,,,
0.8099999999999999,0.823536354,0.815463332,0.830750416,0.817919895,,7.259524822,0.0568295382,7.163811684,-2.25524807,-1.964790225,0.5905365944,-9.015799522,-29.35319901,-43.57839966,-1.2510795590000001,1.121101856,0.3061256409,
0.84,,0.8662712490000001,,0.867919895,,,,,-1.968913436,-1.421288848,0.06429167092,,,,1.715518951,2.261674404,2.2512826919999998,
0.87,0.8735363540000001,,0.8807504159999999,,,8.434998512,-0.4316053987,7.836493969,,,,-13.95679951,-25.30279922,-43.56620026,,,,
0.8999999999999999,0.9235363540000001,0.917079895,,0.917919895,,10.64716339,-1.6860426659999999,4.362713814,-2.4380440709999998,-1.730682969,0.078952007,,,,1.845635891,1.3485958580000001,-0.8765897751,
0.9299999999999999,,,0.930750416,,,,,,,,,-18.92219925,-20.64239883,-43.21239853,,,,
0.96,0.973536354,0.967887759,0.9807504159999999,0.967919895,,8.533104897000001,-0.05563312768999999,8.614460945,-1.996706963,-2.081156492,-0.2440334857,-23.97299957,-15.31099987,-42.18759918,1.531546593,2.3254923819999997,2.869531631,
0.99,,1.018694791,,1.017919895,,,,,-0.2814478874,-2.587396383,-0.08047912269999999,,,,0.1845588684,2.762308598,3.0276441569999997,
